,L5_AVG_TOUCHES,L10_AVG_TOUCHES,DIFF_AVG_TOUCHES,L5_MED_TOUCHES,L10_MED_TOUCHES,DIFF_MED_TOUCHES,L5_AVG_FANTPTS,L10_AVG_FANTPTS,DIFF_AVG_FANTPTS,L5_MED_FANTPTS,L10_MED_FANTPTS,DIFF_MED_FANTPTS,SPECIAL_SAUCE_V1,SPECIAL_SAUCE_V2,SS_MESHED,EXCESS_L5_AVG_TOUCHES,EXCESS_SS1,EXCESS_SS2
JOSH ADAMS,2.8,6.1,-3.3,4.0,4.0,0.0,1.8999999999999997,3.0300000000000002,-1.1300000000000006,0.6000000000000001,0.6000000000000001,-1.1300000000000006,2.465,0.6000000000000001,1.023,-5.020995670995672,-2.8206264172335604,-3.7969155844155833
TY JOHNSON,2.2,2.0,0.20000000000000018,3.0,3.0,0.0,0.8400000000000001,1.69,-0.8499999999999999,0.4,1.05,-0.8499999999999999,1.2650000000000001,0.5625,0.9702000000000002,-5.620995670995671,-4.02062641723356,-3.8344155844155834
ALEC INGOLD,0.6,1.2,-0.6,1.0,1.0,0.0,0.4,1.7,-1.2999999999999998,0.30000000000000004,1.1,-1.2999999999999998,1.05,0.5,0.8580000000000001,-7.220995670995672,-4.2356264172335605,-3.8969155844155834
DARREL WILLIAMS,1.6,2.3,-0.6999999999999997,1.0,1.5,-0.5,1.02,1.92,-0.8999999999999999,0.30000000000000004,0.9500000000000002,-0.8999999999999999,1.47,0.4625000000000001,0.9636000000000001,-6.220995670995672,-3.8156264172335606,-3.9344155844155835
ROYCE FREEMAN,2.4,3.7,-1.3000000000000003,0.0,4.0,-4.0,1.52,1.9,-0.3799999999999999,0.0,1.85,-0.3799999999999999,1.71,0.4625,1.7226000000000001,-5.420995670995671,-3.5756264172335603,-3.9344155844155835
TROYMAINE POPE,4.6,2.3,2.3,2.0,0.0,2.0,2.36,1.18,1.18,0.6000000000000001,0.0,1.18,1.77,0.45000000000000007,0.7788,-3.2209956709956717,-3.5156264172335603,-3.946915584415583
QADREE OLLISON,1.2,2.4,-1.2,1.0,1.0,0.0,1.5,2.9999999999999996,-1.4999999999999996,0.30000000000000004,0.75,-1.4999999999999996,2.25,0.41250000000000003,0.99,-6.620995670995671,-3.0356264172335603,-3.9844155844155833
KHARI BLASINGAME,0.6,0.4,0.19999999999999996,1.0,0.0,1.0,0.68,0.39,0.29000000000000004,0.5,0.0,0.29000000000000004,0.535,0.375,0.22440000000000002,-7.220995670995672,-4.75062641723356,-4.021915584415583
TY MONTGOMERY,0.6,2.9,-2.3,0.0,2.0,-2.0,0.42000000000000004,1.31,-0.89,0.0,0.8,-0.89,0.865,0.2,0.6666000000000001,-7.220995670995672,-4.42062641723356,-4.196915584415583
C.J. HAM,0.6,0.6,0.0,1.0,1.0,0.0,0.4,0.37,0.030000000000000027,0.2,0.2,0.030000000000000027,0.385,0.2,0.264,-7.220995670995672,-4.9006264172335605,-4.196915584415583
TONY BROOKS-JAMES,2.75,2.75,0.0,2.0,2.0,0.0,0.275,0.275,0.0,0.2,0.2,0.0,0.275,0.2,0.22275,-5.070995670995671,-5.01062641723356,-4.196915584415583
JASON HUNTLEY,0.75,0.75,0.0,0.5,0.5,0.0,0.35000000000000003,0.35000000000000003,0.0,0.05,0.05,0.0,0.35000000000000003,0.05,0.14850000000000002,-7.070995670995671,-4.935626417233561,-4.346915584415584
KEITH SMITH,0.4,0.8,-0.4,0.0,1.0,-1.0,0.1,0.19,-0.09,0.0,0.2,-0.09,0.14500000000000002,0.05,0.165,-7.420995670995671,-5.140626417233561,-4.346915584415584
JUSTICE HILL,2.4,3.3,-0.8999999999999999,0.0,0.5,-0.5,0.86,2.7800000000000002,-1.9200000000000004,0.0,0.15000000000000002,-1.9200000000000004,1.82,0.037500000000000006,0.38280000000000003,-5.420995670995671,-3.46562641723356,-4.359415584415584
DEXTER WILLIAMS,0.8,1.1666666666666667,-0.3666666666666667,0.0,1.0,-1.0,0.34,0.3166666666666667,0.023333333333333317,0.0,0.1,0.023333333333333317,0.32833333333333337,0.025,0.17820000000000003,-7.020995670995672,-4.957293083900227,-4.371915584415583
JAKOB JOHNSON,0.8,0.7,0.10000000000000009,0.0,0.5,-0.5,0.52,0.9399999999999998,-0.4199999999999998,0.0,0.05,-0.4199999999999998,0.73,0.0125,0.2046,-7.020995670995672,-4.55562641723356,-4.384415584415583
JAYLEN SAMUELS,0.2,0.6,-0.39999999999999997,0.0,0.5,-0.5,0.1,0.29000000000000004,-0.19000000000000003,0.0,0.05,-0.19000000000000003,0.195,0.0125,0.066,-7.620995670995671,-5.09062641723356,-4.384415584415583
D'ERNEST JOHNSON,0.8,3.0,-2.2,0.0,0.5,-0.5,0.28,1.46,-1.18,0.0,0.05,-1.18,0.87,0.0125,0.1254,-7.020995670995672,-4.41562641723356,-4.384415584415583
PATRICK RICARD,0.4,0.6,-0.19999999999999996,0.0,0.5,-0.5,0.13999999999999999,0.63,-0.49,0.0,0.0,-0.49,0.385,0.0,0.0462,-7.420995670995671,-4.9006264172335605,-4.396915584415583
CULLEN GILLASPIA,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.06000000000000001,-0.06000000000000001,0.0,0.0,-0.06000000000000001,0.030000000000000006,0.0,0.0,-7.820995670995671,-5.25562641723356,-4.396915584415583
AMEER ABDULLAH,0.2,0.4,-0.2,0.0,0.0,0.0,1.64,0.9,0.7399999999999999,0.0,0.0,0.7399999999999999,1.27,0.0,0.5412,-7.620995670995671,-4.015626417233561,-4.396915584415583
DARE OGUNBOWALE,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.09,0.010000000000000009,0.0,0.0,0.010000000000000009,0.095,0.0,0.033,-7.620995670995671,-5.1906264172335606,-4.396915584415583
KE'SHAWN VAUGHN,2.4,2.0,0.3999999999999999,2.0,1.0,1.0,2.2600000000000002,1.8833333333333335,0.3766666666666667,0.0,0.0,0.3766666666666667,2.0716666666666668,0.0,0.7458000000000001,-5.420995670995671,-3.2139597505668935,-4.396915584415583
DEVINE OZIGBO,3.0,1.5,1.5,0.0,0.0,0.0,1.1,0.55,0.55,0.0,0.0,0.55,0.8250000000000001,0.0,0.36300000000000004,-4.820995670995671,-4.46062641723356,-4.396915584415583
SENORISE PERRY,1.2,0.6,0.6,0.0,0.0,0.0,0.26,0.13,0.13,0.0,0.0,0.13,0.195,0.0,0.0858,-6.620995670995671,-5.09062641723356,-4.396915584415583
ARTAVIS PIERCE,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.099,-6.820995670995671,-4.9856264172335605,-4.396915584415583
RICO DOWDLE,0.0,0.3,-0.3,0.0,0.0,0.0,0.0,0.13,-0.13,0.0,0.0,-0.13,0.065,0.0,0.0,-7.820995670995671,-5.22062641723356,-4.396915584415583
JONATHAN WILLIAMS,1.0,4.3,-3.3,0.0,0.0,0.0,0.12000000000000002,2.12,-2.0,0.0,0.0,-2.0,1.12,0.0,0.03960000000000001,-6.820995670995671,-4.16562641723356,-4.396915584415583
BRUCE MILLER,0.0,0.6,-0.6,0.0,0.0,0.0,0.0,0.77,-0.77,0.0,0.0,-0.77,0.385,0.0,0.0,-7.820995670995671,-4.9006264172335605,-4.396915584415583
D.J. FOSTER,0.4,0.2,0.2,0.0,0.0,0.0,0.18000000000000002,0.09000000000000001,0.09000000000000001,0.0,0.0,0.09000000000000001,0.135,0.0,0.05940000000000001,-7.420995670995671,-5.1506264172335605,-4.396915584415583
DWAYNE WASHINGTON,1.6,1.3,0.30000000000000004,0.0,0.0,0.0,0.3,0.37,-0.07,0.0,0.0,-0.07,0.33499999999999996,0.0,0.099,-6.220995670995672,-4.95062641723356,-4.396915584415583
CHANDLER COX,0.4,0.2,0.2,0.0,0.0,0.0,0.18000000000000002,0.09000000000000001,0.09000000000000001,0.0,0.0,0.09000000000000001,0.135,0.0,0.05940000000000001,-7.420995670995671,-5.1506264172335605,-4.396915584415583
LYNN BOWDEN JR.,1.0,1.0,0.0,1.0,1.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.05280000000000001,-6.820995670995671,-5.12562641723356,-4.396915584415583
NICK BELLORE,0.4,0.2,0.2,0.0,0.0,0.0,0.27999999999999997,0.13999999999999999,0.13999999999999999,0.0,0.0,0.13999999999999999,0.20999999999999996,0.0,0.0924,-7.420995670995671,-5.07562641723356,-4.396915584415583
TRENTON CANNON,0.8,1.2,-0.3999999999999999,0.0,0.0,0.0,0.36000000000000004,0.51,-0.14999999999999997,0.0,0.0,-0.14999999999999997,0.43500000000000005,0.0,0.11880000000000002,-7.020995670995672,-4.85062641723356,-4.396915584415583
ELIJHAA PENNY,0.6,0.4,0.19999999999999996,1.0,0.0,1.0,0.26,0.16,0.1,0.0,0.0,0.1,0.21000000000000002,0.0,0.0858,-7.220995670995672,-5.07562641723356,-4.396915584415583
ANDY JANOVICH,0.4,0.6,-0.19999999999999996,0.0,0.0,0.0,0.08,0.8099999999999999,-0.73,0.0,0.0,-0.73,0.44499999999999995,0.0,0.026400000000000003,-7.420995670995671,-4.84062641723356,-4.396915584415583
MICHAEL BURTON,0.6,0.7,-0.09999999999999998,0.0,0.0,0.0,0.2800000000000001,0.23000000000000007,0.05000000000000002,0.0,0.0,0.05000000000000002,0.25500000000000006,0.0,0.09240000000000004,-7.220995670995672,-5.03062641723356,-4.396915584415583
MIKE BOONE,0.0,0.4,-0.4,0.0,0.0,0.0,0.0,0.24000000000000005,-0.24000000000000005,0.0,0.0,-0.24000000000000005,0.12000000000000002,0.0,0.0,-7.820995670995671,-5.16562641723356,-4.396915584415583
ALEX ARMAH,0.4,0.5,-0.09999999999999998,0.0,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,-0.1,-0.05,0.0,-0.033,-7.420995670995671,-5.33562641723356,-4.396915584415583
TRAYVEON WILLIAMS,1.4,0.7,0.7,0.0,0.0,0.0,0.66,0.33,0.33,0.0,0.0,0.33,0.495,0.0,0.21780000000000002,-6.420995670995671,-4.79062641723356,-4.396915584415583
DARWIN THOMPSON,1.4,1.3,0.09999999999999987,0.0,0.0,0.0,0.4,0.32,0.08000000000000002,0.0,0.0,0.08000000000000002,0.36,0.0,0.132,-6.420995670995671,-4.92562641723356,-4.396915584415583
C.J. PROSISE,2.4,1.7,0.7,1.0,0.5,0.5,1.28,0.79,0.49,0.0,0.0,0.49,1.0350000000000001,0.0,0.42240000000000005,-5.420995670995671,-4.25062641723356,-4.396915584415583
ANTHONY SHERMAN,0.0,0.3,-0.3,0.0,0.0,0.0,0.0,0.67,-0.67,0.0,0.0,-0.67,0.335,0.0,0.0,-7.820995670995671,-4.95062641723356,-4.396915584415583
DONTRELL HILLIARD,2.0,1.1,0.8999999999999999,0.0,0.0,0.0,1.0,0.54,0.45999999999999996,0.0,0.0,0.45999999999999996,0.77,0.0,0.33,-5.820995670995671,-4.515626417233561,-4.396915584415583
AUSTIN WALTER,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.2475,-7.320995670995671,-4.53562641723356,-4.396915584415583
ADRIAN KILLINS,,,,,,,,,,,,,,,,,,
