,L5_AVG_TOUCHES,L10_AVG_TOUCHES,DIFF_AVG_TOUCHES,L5_MED_TOUCHES,L10_MED_TOUCHES,DIFF_MED_TOUCHES,L5_AVG_FANTPTS,L10_AVG_FANTPTS,DIFF_AVG_FANTPTS,L5_MED_FANTPTS,L10_MED_FANTPTS,DIFF_MED_FANTPTS,SPECIAL_SAUCE_V1,SPECIAL_SAUCE_V2,SS_MESHED,EXCESS_L5_AVG_TOUCHES,EXCESS_SS1,EXCESS_SS2
ALEX COLLINS,8.8,12.3,-3.5,10.0,12.5,-2.5,7.840000000000001,8.989999999999998,-1.1499999999999977,9.9,9.2,-1.1499999999999977,8.415,9.725000000000001,8.6592,0.9790043290043293,3.129373582766439,5.328084415584418
MARLON MACK,12.8,16.0,-3.1999999999999993,13.0,16.5,-3.5,10.620000000000001,10.77,-0.14999999999999858,9.8,9.350000000000001,-0.14999999999999858,10.695,9.6875,9.675600000000001,4.979004329004329,5.40937358276644,5.290584415584417
MILES SANDERS,13.4,16.4,-2.9999999999999982,13.0,16.0,-3.0,10.180000000000001,11.3,-1.1199999999999992,9.5,10.1,-1.1199999999999992,10.740000000000002,9.65,10.025400000000001,5.579004329004329,5.454373582766442,5.253084415584417
SONY MICHEL,9.2,12.4,-3.200000000000001,10.0,10.5,-0.5,7.8,7.330000000000001,0.46999999999999886,9.7,9.1,0.46999999999999886,7.565,9.549999999999999,8.58,1.379004329004328,2.27937358276644,5.1530844155844155
DAVID MONTGOMERY,19.6,17.7,1.9000000000000021,19.0,17.0,2.0,9.92,9.870000000000001,0.049999999999998934,9.700000000000001,8.55,0.049999999999998934,9.895,9.412500000000001,8.9166,11.77900432900433,4.609373582766439,5.015584415584418
JAMAAL WILLIAMS,15.8,12.5,3.3000000000000007,17.0,11.0,6.0,10.8,8.01,2.790000000000001,10.2,6.950000000000001,2.790000000000001,9.405000000000001,9.3875,8.151000000000002,7.979004329004329,4.119373582766441,4.990584415584416
CLYDE EDWARDS-HELAIRE,10.6,15.6,-5.0,9.0,14.0,-5.0,9.68,10.280000000000001,-0.6000000000000014,9.4,9.25,-0.6000000000000014,9.98,9.3625,9.2994,2.7790043290043283,4.69437358276644,4.965584415584417
KAREEM HUNT,16.6,16.2,0.40000000000000213,16.0,15.5,0.5,10.200000000000001,12.56,-2.3599999999999994,8.1,12.8,-2.3599999999999994,11.38,9.274999999999999,11.814,8.77900432900433,6.0943735827664405,4.878084415584415
CHASE EDMONDS,13.4,10.1,3.3000000000000007,11.0,8.5,2.5,9.24,7.900000000000001,1.339999999999999,8.8,8.25,1.339999999999999,8.57,8.662500000000001,8.494200000000001,5.579004329004329,3.28437358276644,4.265584415584418
JONATHAN TAYLOR,14.4,16.1,-1.700000000000001,13.0,14.5,-1.5,7.42,9.650000000000002,-2.230000000000002,7.4,10.15,-2.230000000000002,8.535,8.0875,9.1476,6.579004329004329,3.24937358276644,3.690584415584417
NYHEIM HINES,11.2,9.0,2.1999999999999993,9.0,8.5,0.5,11.66,7.37,4.29,9.5,3.55,4.29,9.515,8.0125,6.1908,3.379004329004328,4.22937358276644,3.615584415584416
MIKE DAVIS,14.0,16.9,-2.8999999999999986,14.0,19.0,-5.0,7.5200000000000005,10.38,-2.8600000000000003,7.700000000000001,8.7,-2.8600000000000003,8.950000000000001,7.95,8.223600000000001,6.179004329004329,3.6643735827664408,3.553084415584417
EZEKIEL ELLIOTT,17.4,19.5,-2.1000000000000014,20.0,20.0,0.0,7.720000000000001,10.36,-2.639999999999999,6.9,8.9,-2.639999999999999,9.04,7.4,8.421600000000002,9.579004329004327,3.754373582766439,3.003084415584417
SALVON AHMED,15.333333333333334,15.333333333333334,0.0,17.0,17.0,0.0,8.733333333333334,8.733333333333334,0.0,7.4,7.4,0.0,8.733333333333334,7.4,7.766000000000001,7.5123376623376625,3.447706916099774,3.003084415584417
GUS EDWARDS,9.8,9.3,0.5,9.0,9.0,0.0,7.4,6.3100000000000005,1.0899999999999999,7.300000000000001,7.15,1.0899999999999999,6.855,7.262500000000001,7.1610000000000005,1.9790043290043293,1.5693735827664401,2.8655844155844177
ZACK MOSS,10.8,9.875,0.9250000000000007,11.0,10.5,0.5,9.320000000000002,7.5,1.820000000000002,7.2,7.0,1.820000000000002,8.41,7.15,7.695600000000001,2.9790043290043293,3.12437358276644,2.753084415584417
BOSTON SCOTT,10.2,6.8,3.3999999999999995,8.0,5.5,2.5,9.24,5.230000000000001,4.009999999999999,7.9,4.5,4.009999999999999,7.235000000000001,7.050000000000001,6.0192000000000005,2.379004329004328,1.949373582766441,2.6530844155844173
KALEN BALLAGE,14.4,12.4,2.0,17.0,11.0,6.0,7.600000000000001,5.45,2.1500000000000012,7.1000000000000005,4.85,2.1500000000000012,6.525,6.5375,5.7090000000000005,6.579004329004329,1.23937358276644,2.1405844155844163
J.D. MCKISSIC,9.2,9.2,0.0,9.0,8.5,0.5,6.760000000000001,6.0200000000000005,0.7400000000000002,6.9,5.25,0.7400000000000002,6.390000000000001,6.487500000000001,5.6958,1.379004329004328,1.1043735827664403,2.0905844155844173
DARRELL HENDERSON,10.8,13.0,-2.1999999999999993,10.0,12.0,-2.0,5.1,9.330000000000002,-4.230000000000002,5.800000000000001,8.4,-4.230000000000002,7.215000000000001,6.450000000000001,7.227,2.9790043290043293,1.9293735827664404,2.0530844155844177
JORDAN HOWARD,5.8,9.9,-4.1000000000000005,5.0,9.0,-4.0,5.4,6.890000000000001,-1.4900000000000002,6.4,6.25,-1.4900000000000002,6.1450000000000005,6.362500000000001,5.907,-2.0209956709956716,0.8593735827664402,1.9655844155844173
FRANK GORE,14.6,14.8,-0.20000000000000107,14.0,14.5,-0.5,7.32,6.2700000000000005,1.0499999999999998,6.0,6.1,1.0499999999999998,6.795,6.025,6.4416,6.779004329004328,1.5093735827664396,1.628084415584417
DEVONTA FREEMAN,12.2,15.9,-3.700000000000001,15.0,19.0,-4.0,5.8,8.83,-3.0300000000000002,5.7,6.6000000000000005,-3.0300000000000002,7.3149999999999995,5.925000000000001,6.2700000000000005,4.379004329004328,2.029373582766439,1.5280844155844173
KERRYON JOHNSON,6.6,5.4,1.1999999999999993,7.0,4.5,2.5,5.180000000000001,4.13,1.0500000000000007,6.5,3.4000000000000004,1.0500000000000007,4.655,5.725,3.9534000000000002,-1.2209956709956717,-0.63062641723356,1.3280844155844163
LATAVIUS MURRAY,13.2,12.1,1.0999999999999996,12.0,12.0,0.0,9.22,8.75,0.47000000000000064,5.7,5.700000000000001,0.47000000000000064,8.985,5.700000000000001,6.804600000000001,5.379004329004328,3.699373582766439,1.3030844155844177
GIOVANI BERNARD,14.2,9.4,4.799999999999999,13.0,10.5,2.5,10.100000000000001,6.960000000000001,3.1400000000000006,5.5,5.2,3.1400000000000006,8.530000000000001,5.425,6.765000000000001,6.379004329004328,3.244373582766441,1.0280844155844164
DEANDRE WASHINGTON,14.2,11.5,2.6999999999999993,15.0,7.5,7.5,7.340000000000001,6.260000000000001,1.08,6.0,3.5500000000000003,1.08,6.800000000000001,5.3875,4.765200000000001,6.379004329004328,1.5143735827664404,0.9905844155844168
MELVIN GORDON,11.8,15.4,-3.5999999999999996,12.0,14.5,-2.5,6.7,9.809999999999999,-3.1099999999999985,4.6000000000000005,7.35,-3.1099999999999985,8.254999999999999,5.2875,7.062,3.9790043290043293,2.9693735827664387,0.8905844155844163
JERICK MCKINNON,9.8,10.1,-0.29999999999999893,7.0,7.5,-0.5,6.08,7.68,-1.5999999999999996,4.6000000000000005,7.25,-1.5999999999999996,6.88,5.2625,6.7914,1.9790043290043293,1.5943735827664396,0.8655844155844168
TONY POLLARD,7.8,6.7,1.0999999999999996,9.0,7.0,2.0,5.720000000000001,4.54,1.1800000000000006,5.8,3.6,1.1800000000000006,5.130000000000001,5.25,4.2636,-0.020995670995671567,-0.15562641723355952,0.8530844155844166
MALCOLM BROWN,7.8,8.5,-0.7000000000000002,8.0,8.5,-0.5,7.4399999999999995,5.41,2.0299999999999994,5.7,3.75,2.0299999999999994,6.425,5.2125,4.9302,-0.020995670995671567,1.1393735827664395,0.815584415584417
DUKE JOHNSON,13.0,9.6,3.4000000000000004,13.0,8.5,4.5,7.68,5.9,1.7799999999999994,5.4,4.35,1.7799999999999994,6.79,5.137500000000001,5.4054,5.179004329004329,1.5043735827664397,0.7405844155844177
CAM AKERS,7.0,6.888888888888889,0.11111111111111072,9.0,9.0,0.0,6.3,4.800000000000001,1.4999999999999991,5.4,4.300000000000001,1.4999999999999991,5.550000000000001,5.125000000000001,4.917000000000001,-0.8209956709956714,0.2643735827664404,0.7280844155844175
DEVIN SINGLETARY,9.8,12.4,-2.5999999999999996,10.0,12.0,-2.0,5.3,6.7700000000000005,-1.4700000000000006,4.7,6.15,-1.4700000000000006,6.035,5.0625,5.808,1.9790043290043293,0.7493735827664398,0.6655844155844166
BO SCARBROUGH,12.8,13.714285714285714,-0.9142857142857128,9.0,14.0,-5.0,5.200000000000001,6.471428571428572,-1.2714285714285714,4.2,7.0,-1.2714285714285714,5.835714285714287,4.9,6.336,4.979004329004329,0.5500878684807269,0.503084415584417
CARLOS HYDE,12.6,13.4,-0.8000000000000007,16.0,16.0,0.0,7.6,8.150000000000002,-0.5500000000000025,3.7,8.05,-0.5500000000000025,7.875000000000001,4.7875000000000005,7.821000000000001,4.779004329004328,2.5893735827664406,0.39058441558441714
REX BURKHEAD,9.0,9.2,-0.1999999999999993,7.0,8.5,-1.5,8.06,8.260000000000002,-0.20000000000000107,4.7,4.800000000000001,-0.20000000000000107,8.16,4.7250000000000005,5.827800000000001,1.1790043290043286,2.87437358276644,0.32808441558441714
RONALD JONES II,12.2,16.1,-3.900000000000002,10.0,14.5,-4.5,9.38,11.320000000000002,-1.9400000000000013,2.6000000000000005,11.05,-1.9400000000000013,10.350000000000001,4.7125,10.3884,4.379004329004328,5.064373582766441,0.31558441558441697
JUSTIN JACKSON,11.6,7.4,4.199999999999999,10.0,5.0,5.0,6.24,3.8299999999999996,2.4100000000000006,5.5,1.9,2.4100000000000006,5.035,4.6,3.3132,3.7790043290043283,-0.25062641723356016,0.20308441558441626
LE'VEON BELL,7.0,13.0,-6.0,7.0,8.5,-1.5,4.16,5.790000000000001,-1.6300000000000008,3.8000000000000003,5.65,-1.6300000000000008,4.9750000000000005,4.2625,5.101800000000001,-0.8209956709956714,-0.31062641723355977,-0.1344155844155832
TARIK COHEN,7.6,9.6,-2.0,6.0,9.0,-3.0,4.24,5.510000000000001,-1.2700000000000005,4.1,4.4,-1.2700000000000005,4.875,4.175,4.3032,-0.22099567099567174,-0.4106264172335603,-0.22191558441558357
DEVONTAE BOOKER,8.6,6.3,2.3,6.0,6.0,0.0,8.02,5.179999999999999,2.8400000000000007,4.6000000000000005,2.5,2.8400000000000007,6.6,4.075,4.2966,0.7790043290043283,1.3143735827664393,-0.3219155844155832
JAMES WHITE,5.8,6.5,-0.7000000000000002,6.0,6.0,0.0,5.74,5.510000000000001,0.22999999999999954,3.5,5.550000000000001,0.22999999999999954,5.625,4.0125,5.557200000000001,-2.0209956709956716,0.3393735827664397,-0.3844155844155832
LEONARD FOURNETTE,9.8,9.7,0.10000000000000142,8.0,8.5,-0.5,4.96,6.220000000000001,-1.2600000000000007,4.1000000000000005,3.5500000000000003,-1.2600000000000007,5.59,3.9625000000000004,3.9798000000000004,1.9790043290043293,0.30437358276643955,-0.43441558441558303
J.K. DOBBINS,12.8,8.9,3.9000000000000004,14.0,6.5,7.5,6.88,6.630000000000001,0.2499999999999991,3.5,4.95,0.2499999999999991,6.755000000000001,3.8625,5.5374,4.979004329004329,1.4693735827664405,-0.5344155844155836
JORDAN WILKINS,11.2,8.7,2.5,9.0,9.0,0.0,6.640000000000001,4.48,2.16,3.8000000000000003,3.7,2.16,5.5600000000000005,3.7750000000000004,4.6332,3.379004329004328,0.2743735827664402,-0.621915584415583
LA'MICAL PERINE,9.6,7.222222222222222,2.3777777777777773,9.0,8.0,1.0,6.32,4.122222222222223,2.1977777777777776,3.8000000000000003,3.3000000000000003,2.1977777777777776,5.221111111111112,3.6750000000000003,4.2636,1.7790043290043283,-0.06451530612244838,-0.7219155844155831
PHILLIP LINDSAY,8.8,12.3,-3.5,8.0,9.0,-1.0,5.460000000000001,7.19,-1.7299999999999995,2.3000000000000003,6.6000000000000005,-1.7299999999999995,6.325000000000001,3.375,6.157800000000001,0.9790043290043293,1.0393735827664408,-1.0219155844155834
ADRIAN PETERSON,8.8,11.3,-2.5,7.0,11.0,-4.0,5.5600000000000005,6.4799999999999995,-0.919999999999999,3.0,4.200000000000001,-0.919999999999999,6.02,3.3000000000000003,4.606800000000001,0.9790043290043293,0.7343735827664393,-1.0969155844155831
MARK INGRAM,6.8,8.6,-1.7999999999999998,7.0,9.5,-2.5,4.1,7.580000000000001,-3.4800000000000013,2.9000000000000004,4.35,-3.4800000000000013,5.84,3.2625,4.224,-1.0209956709956716,0.5543735827664396,-1.1344155844155832
J.J. TAYLOR,5.666666666666667,5.666666666666667,0.0,5.0,5.0,0.0,2.466666666666667,2.466666666666667,0.0,3.2,3.2,0.0,2.466666666666667,3.2,2.926,-2.1543290043290044,-2.8189597505668935,-1.1969155844155832
JAMYCAL HASTY,8.6,5.75,2.8499999999999996,9.0,5.5,3.5,4.46,3.0125,1.4474999999999998,3.7,1.55,1.4474999999999998,3.73625,3.1625000000000005,2.4948,0.7790043290043283,-1.5493764172335602,-1.2344155844155829
DEEJAY DALLAS,7.8,5.0,2.8,4.0,3.0,1.0,6.800000000000002,4.233333333333333,2.566666666666668,3.2,2.3,2.566666666666668,5.5166666666666675,2.9750000000000005,3.7620000000000005,-0.020995670995671567,0.2310402494331072,-1.4219155844155829
THEO RIDDICK,6.6,7.2,-0.6000000000000005,7.0,7.0,0.0,3.1200000000000006,4.0,-0.8799999999999994,2.4000000000000004,4.6000000000000005,-0.8799999999999994,3.5600000000000005,2.95,4.065600000000001,-1.2209956709956717,-1.7256264172335598,-1.4469155844155832
BRIAN HILL,8.6,8.4,0.1999999999999993,8.0,8.0,0.0,3.8200000000000003,4.47,-0.6499999999999995,3.0,2.75,-0.6499999999999995,4.145,2.9375,3.0756000000000006,0.7790043290043283,-1.1406264172335607,-1.4594155844155834
D'ONTA FOREMAN,4.6,6.3,-1.7000000000000002,5.0,6.0,-1.0,3.2,5.0200000000000005,-1.8200000000000003,2.8000000000000003,3.25,-1.8200000000000003,4.11,2.9125,3.201,-3.2209956709956717,-1.17562641723356,-1.4844155844155833
JOSHUA KELLEY,8.4,11.8,-3.4000000000000004,7.0,11.0,-4.0,4.04,4.510000000000001,-0.47000000000000064,2.5,3.5,-0.47000000000000064,4.275,2.75,3.6432,0.579004329004329,-1.01062641723356,-1.6469155844155834
ALFRED MORRIS,6.2,7.3,-1.0999999999999996,8.0,7.5,0.5,2.9000000000000004,3.8699999999999997,-0.9699999999999993,2.8000000000000003,2.35,-0.9699999999999993,3.385,2.6875,2.5080000000000005,-1.6209956709956712,-1.9006264172335605,-1.7094155844155834
T.J. YELDON,5.4,4.5,0.9000000000000004,6.0,4.0,2.0,4.4399999999999995,3.3,1.1399999999999997,2.8,2.3,1.1399999999999997,3.8699999999999997,2.675,2.9832,-2.420995670995671,-1.4156264172335606,-1.7219155844155836
TEVIN COLEMAN,7.0,7.6,-0.5999999999999996,5.0,5.5,-0.5,2.7,3.6700000000000004,-0.9700000000000002,2.4000000000000004,2.8500000000000005,-0.9700000000000002,3.1850000000000005,2.5125,2.7720000000000007,-0.8209956709956714,-2.10062641723356,-1.8844155844155832
JEFF WILSON,10.8,5.9,4.9,12.0,3.0,9.0,11.1,5.92,5.18,2.7,1.9500000000000002,5.18,8.51,2.5125,4.95,2.9790043290043293,3.2243735827664395,-1.8844155844155832
PEYTON BARBER,6.4,4.4,2.0,8.0,3.0,5.0,2.66,1.55,1.11,2.8000000000000003,0.8,1.11,2.105,2.3000000000000003,1.4058000000000002,-1.420995670995671,-3.1806264172335603,-2.096915584415583
MATT BREIDA,6.8,6.0,0.7999999999999998,8.0,5.5,2.5,2.6200000000000006,2.6000000000000005,0.020000000000000018,2.2,2.2,0.020000000000000018,2.6100000000000003,2.2,2.3166,-1.0209956709956716,-2.67562641723356,-2.196915584415583
JALEN RICHARD,3.2,3.1,0.10000000000000009,2.0,2.5,-0.5,1.8800000000000003,2.9200000000000004,-1.04,2.2,2.2,-1.04,2.4000000000000004,2.2,2.0724000000000005,-4.620995670995671,-2.88562641723356,-2.196915584415583
JEREMY MCNICHOLS,3.8,4.0,-0.20000000000000018,4.0,3.0,1.0,2.3,2.2199999999999998,0.08000000000000007,2.0,1.5,0.08000000000000007,2.26,1.875,1.749,-4.020995670995672,-3.0256264172335605,-2.5219155844155834
KYLE JUSZCZYK,2.6,2.0,0.6000000000000001,2.0,1.5,0.5,3.16,2.63,0.5300000000000002,2.1,1.05,0.5300000000000002,2.895,1.8375000000000001,1.7358000000000002,-5.220995670995672,-2.3906264172335603,-2.559415584415583
RODNEY SMITH,6.333333333333333,6.333333333333333,0.0,7.0,7.0,0.0,2.066666666666667,2.066666666666667,0.0,1.8,1.8,0.0,2.066666666666667,1.8,1.87,-1.4876623376623384,-3.2189597505668934,-2.5969155844155836
CHRIS THOMPSON,2.6,4.3,-1.6999999999999997,3.0,4.5,-1.5,1.9,2.89,-0.9900000000000002,1.5,2.65,-0.9900000000000002,2.395,1.7875,2.3760000000000003,-5.220995670995672,-2.8906264172335603,-2.6094155844155833
COREY CLEMENT,2.2,2.4,-0.19999999999999973,1.0,1.5,-0.5,2.4,1.52,0.8799999999999999,2.1,0.7000000000000001,0.8799999999999999,1.96,1.7500000000000002,1.254,-5.620995670995671,-3.3256264172335603,-2.6469155844155834
DION LEWIS,3.0,3.7,-0.7000000000000002,3.0,2.5,0.5,2.5199999999999996,2.81,-0.2900000000000005,1.7000000000000002,1.7000000000000002,-0.2900000000000005,2.665,1.7000000000000002,1.9536,-4.820995670995671,-2.6206264172335603,-2.696915584415583
SAMAJE PERINE,5.6,2.9,2.6999999999999997,6.0,1.0,5.0,3.56,1.78,1.78,2.1,0.1,1.78,2.67,1.6,1.2408000000000001,-2.2209956709956717,-2.6156264172335604,-2.7969155844155833
TRAVIS HOMER,3.8,4.9,-1.1000000000000005,3.0,3.0,0.0,2.54,3.3,-0.7599999999999998,1.4000000000000001,1.9000000000000001,-0.7599999999999998,2.92,1.5250000000000001,2.0922,-4.020995670995672,-2.3656264172335604,-2.871915584415583
REGGIE BONNAFON,4.0,2.3,1.7000000000000002,2.0,1.5,0.5,4.0200000000000005,2.15,1.8700000000000006,1.6,0.7000000000000001,1.8700000000000006,3.085,1.3750000000000002,1.7886000000000002,-3.8209956709956714,-2.2006264172335603,-3.0219155844155834
BENNY SNELL JR.,6.4,5.9,0.5,3.0,5.5,-2.5,3.62,3.35,0.27,1.2000000000000002,1.5500000000000003,0.27,3.4850000000000003,1.2875,2.2176,-1.420995670995671,-1.80062641723356,-3.1094155844155833
AJ DILLON,3.4,3.4285714285714284,-0.02857142857142847,5.0,5.0,0.0,1.64,1.6142857142857143,0.02571428571428558,1.1,1.4000000000000001,0.02571428571428558,1.6271428571428572,1.175,1.4652000000000003,-4.420995670995671,-3.658483560090703,-3.2219155844155836
DARRYNTON EVANS,2.5,2.5,0.0,2.5,2.5,0.0,1.05,1.05,0.0,1.05,1.05,0.0,1.05,1.05,1.0395,-5.320995670995671,-4.2356264172335605,-3.3469155844155836
ALEXANDER MATTISON,4.0,7.3,-3.3,2.0,5.5,-3.5,1.8599999999999999,3.7900000000000005,-1.9300000000000006,0.6000000000000001,2.1500000000000004,-1.9300000000000006,2.825,0.9875000000000002,2.0328000000000004,-3.8209956709956714,-2.46062641723356,-3.409415584415583
MALCOLM PERRY,1.8,1.8,0.0,2.0,2.0,0.0,1.26,1.26,0.0,0.8,0.8,0.0,1.26,0.8,0.9438,-6.020995670995672,-4.0256264172335605,-3.5969155844155836
TYLER ERVIN,3.8,2.7,1.0999999999999996,2.0,1.5,0.5,2.0600000000000005,1.72,0.3400000000000005,0.8,0.75,0.3400000000000005,1.8900000000000001,0.7875000000000001,1.1748000000000003,-4.020995670995672,-3.39562641723356,-3.6094155844155833
RYAN NALL,1.6,0.9,0.7000000000000001,1.0,0.5,0.5,2.5,1.27,1.23,1.0,0.1,1.23,1.885,0.775,0.891,-6.220995670995672,-3.4006264172335605,-3.6219155844155835
LESEAN MCCOY,1.8,4.2,-2.4000000000000004,2.0,3.5,-1.5,0.7400000000000001,2.0900000000000003,-1.35,0.6000000000000001,1.1500000000000001,-1.35,1.4150000000000003,0.7375,1.0032,-6.020995670995672,-3.8706264172335603,-3.6594155844155836
GABE NABERS,0.6,0.5,0.09999999999999998,1.0,0.0,1.0,2.7,1.44,1.2600000000000002,0.9,0.0,1.2600000000000002,2.0700000000000003,0.675,0.8910000000000001,-7.220995670995672,-3.21562641723356,-3.7219155844155836
ANTHONY MCFARLAND JR.,2.8,3.5,-0.7000000000000002,3.0,3.5,-0.5,1.1600000000000001,1.5125000000000002,-0.35250000000000004,0.6000000000000001,0.7000000000000001,-0.35250000000000004,1.3362500000000002,0.6250000000000001,0.8448000000000002,-5.020995670995672,-3.94937641723356,-3.7719155844155834
ITO SMITH,4.4,3.7,0.7000000000000002,2.0,2.5,-0.5,3.4200000000000004,2.31,1.1100000000000003,0.6000000000000001,0.6500000000000001,1.1100000000000003,2.865,0.6125,1.5576000000000003,-3.420995670995671,-2.42062641723356,-3.7844155844155836
PATRICK LAIRD,1.2,0.7,0.5,1.0,0.5,0.5,0.6399999999999999,0.33999999999999997,0.29999999999999993,0.8,0.0,0.29999999999999993,0.48999999999999994,0.6000000000000001,0.21119999999999997,-6.620995670995671,-4.79562641723356,-3.7969155844155833
