,L5_AVG_TOUCHES,L10_AVG_TOUCHES,DIFF_AVG_TOUCHES,L5_MED_TOUCHES,L10_MED_TOUCHES,DIFF_MED_TOUCHES,L5_AVG_FANTPTS,L10_AVG_FANTPTS,DIFF_AVG_FANTPTS,L5_MED_FANTPTS,L10_MED_FANTPTS,DIFF_MED_FANTPTS,SPECIAL_SAUCE_V1,SPECIAL_SAUCE_V2,SS_MESHED,EXCESS_L5_AVG_TOUCHES,EXCESS_SS1,EXCESS_SS2
MIKE EVANS,4.6,4.0,0.5999999999999996,5.0,4.5,0.5,11.9,10.47,1.4299999999999997,11.5,11.2,1.4299999999999997,11.185,11.425,11.318999999999999,1.8371287128712868,6.71236376316203,7.914851485148516
CALVIN RIDLEY,5.2,5.7,-0.5,5.0,6.0,-1.0,10.0,12.31,-2.3100000000000005,11.0,12.3,-2.3100000000000005,11.155000000000001,11.325,11.418000000000001,2.4371287128712873,6.682363763162031,7.814851485148514
JULIO JONES,6.0,6.2,-0.20000000000000018,7.0,7.0,0.0,12.88,11.010000000000002,1.8699999999999992,11.4,10.55,1.8699999999999992,11.945,11.1875,11.213400000000002,3.237128712871287,7.47236376316203,7.677351485148515
TEE HIGGINS,5.8,5.3,0.5,6.0,5.0,1.0,10.14,9.809999999999999,0.33000000000000185,10.4,9.7,0.33000000000000185,9.975,10.225000000000001,9.7482,3.037128712871287,5.5023637631620295,6.714851485148516
TERRY MCLAURIN,6.8,6.6,0.20000000000000018,7.0,7.0,0.0,12.06,10.92,1.1400000000000006,10.2,9.7,1.1400000000000006,11.49,10.075,10.3818,4.0371287128712865,7.01736376316203,6.564851485148514
WILL FULLER,5.0,4.6,0.40000000000000036,5.0,5.0,0.0,13.280000000000001,12.469999999999999,0.8100000000000023,9.5,11.600000000000001,0.8100000000000023,12.875,10.025,12.038400000000003,2.237128712871287,8.402363763162029,6.514851485148515
CHRIS GODWIN,6.6,6.1,0.5,7.0,6.0,1.0,9.820000000000002,9.540000000000001,0.28000000000000114,9.700000000000001,9.450000000000001,0.28000000000000114,9.680000000000001,9.637500000000001,9.477600000000002,3.8371287128712868,5.207363763162031,6.127351485148516
STEFON DIGGS,7.6,7.2,0.39999999999999947,7.0,6.5,0.5,9.000000000000002,10.990000000000002,-1.9900000000000002,9.200000000000001,10.75,-1.9900000000000002,9.995000000000001,9.5875,10.065000000000001,4.837128712871287,5.522363763162031,6.077351485148515
MARVIN JONES,4.8,3.9,0.8999999999999999,4.0,3.5,0.5,10.34,7.4799999999999995,2.8600000000000003,10.3,6.550000000000001,2.8600000000000003,8.91,9.3625,7.735200000000001,2.037128712871287,4.43736376316203,5.852351485148516
JUJU SMITH-SCHUSTER,6.8,6.0,0.7999999999999998,7.0,6.5,0.5,9.459999999999999,7.4300000000000015,2.0299999999999976,9.7,7.6,2.0299999999999976,8.445,9.174999999999999,8.1378,4.0371287128712865,3.97236376316203,5.664851485148514
ROBERT WOODS,8.8,7.4,1.4000000000000004,8.0,7.0,1.0,10.98,10.749999999999998,0.2300000000000022,8.8,9.65,0.2300000000000022,10.864999999999998,9.012500000000001,9.9924,6.037128712871288,6.392363763162028,5.502351485148516
CHASE CLAYPOOL,6.0,5.1,0.9000000000000004,6.0,5.5,0.5,9.98,11.66,-1.6799999999999997,8.2,10.05,-1.6799999999999997,10.82,8.6625,9.926400000000001,3.237128712871287,6.34736376316203,5.152351485148515
TYLER BOYD,7.4,7.2,0.20000000000000018,8.0,7.5,0.5,8.760000000000002,9.1,-0.3399999999999981,8.5,8.95,-0.3399999999999981,8.93,8.6125,8.7978,4.637128712871288,4.4573637631620295,5.102351485148516
BRANDIN COOKS,5.0,5.0,0.0,5.0,5.0,0.0,8.24,8.790000000000001,-0.5500000000000007,8.5,8.5,-0.5500000000000007,8.515,8.5,8.3292,2.237128712871287,4.04236376316203,4.989851485148515
DEEBO SAMUEL,6.6,5.9,0.6999999999999993,7.0,7.0,0.0,7.840000000000001,9.73,-1.8899999999999997,7.2,11.4,-1.8899999999999997,8.785,8.25,10.1112,3.8371287128712868,4.31236376316203,4.739851485148515
AMARI COOPER,5.4,6.4,-1.0,6.0,6.0,0.0,8.360000000000001,9.58,-1.2199999999999989,8.1,8.55,-1.2199999999999989,8.97,8.212499999999999,8.401800000000001,2.6371287128712875,4.4973637631620305,4.7023514851485135
ALLEN ROBINSON,6.2,6.6,-0.39999999999999947,6.0,6.5,-0.5,10.7,10.55,0.14999999999999858,8.1,8.55,0.14999999999999858,10.625,8.212499999999999,9.174000000000001,3.4371287128712873,6.15236376316203,4.7023514851485135
BRESHAD PERRIMAN,3.4,4.0,-0.6000000000000001,4.0,4.0,0.0,10.059999999999999,11.240000000000002,-1.1800000000000033,7.9,9.05,-1.1800000000000033,10.65,8.1875,9.2928,0.637128712871287,6.17736376316203,4.677351485148515
ALLEN LAZARD,4.2,3.7,0.5,4.0,3.5,0.5,9.84,8.62,1.2200000000000006,8.3,6.4,1.2200000000000006,9.23,7.825000000000001,7.4712000000000005,1.4371287128712873,4.75736376316203,4.314851485148516
DIONTAE JOHNSON,6.8,5.9,0.8999999999999995,7.0,6.5,0.5,8.400000000000002,8.16,0.240000000000002,8.1,6.35,0.240000000000002,8.280000000000001,7.6625,6.963000000000001,4.0371287128712865,3.807363763162031,4.152351485148515
MIKE WILLIAMS,4.0,3.3,0.7000000000000002,4.0,3.5,0.5,8.74,7.699999999999998,1.0400000000000018,8.1,5.3500000000000005,1.0400000000000018,8.219999999999999,7.4125,6.4152000000000005,1.2371287128712871,3.7473637631620287,3.9023514851485146
COREY DAVIS,4.2,4.6,-0.39999999999999947,5.0,5.0,0.0,8.76,8.43,0.33000000000000007,7.0,8.25,0.33000000000000007,8.594999999999999,7.3125,8.3358,1.4371287128712873,4.122363763162029,3.802351485148515
PRESTON WILLIAMS,2.6,2.7,-0.10000000000000009,2.0,2.0,0.0,7.880000000000001,7.62,0.2600000000000007,7.8,5.45,0.2600000000000007,7.75,7.2124999999999995,6.197400000000001,-0.1628712871287128,3.27736376316203,3.7023514851485144
DEVANTE PARKER,4.6,4.8,-0.20000000000000018,6.0,5.0,1.0,7.959999999999999,8.35,-0.39000000000000057,6.4,8.95,-0.39000000000000057,8.155,7.0375000000000005,8.5338,1.8371287128712868,3.682363763162029,3.5273514851485155
EMMANUEL SANDERS,4.4,3.9,0.5000000000000004,4.0,3.5,0.5,5.9,6.220000000000001,-0.3200000000000003,6.6000000000000005,7.050000000000001,-0.3200000000000003,6.0600000000000005,6.7125,6.6000000000000005,1.6371287128712875,1.5873637631620303,3.2023514851485153
STERLING SHEPARD,7.0,6.4,0.5999999999999996,7.0,6.0,1.0,7.3,7.33,-0.03000000000000025,6.800000000000001,6.25,-0.03000000000000025,7.3149999999999995,6.6625000000000005,6.534000000000001,4.237128712871288,2.8423637631620293,3.1523514851485155
DEANDRE HOPKINS,6.0,6.3,-0.2999999999999998,5.0,6.5,-1.5,9.32,10.36,-1.0399999999999991,5.5,10.05,-1.0399999999999991,9.84,6.6375,9.7086,3.237128712871287,5.36736376316203,3.127351485148515
JERRY JEUDY,3.6,3.3,0.30000000000000027,4.0,3.5,0.5,7.260000000000001,6.529999999999999,0.7300000000000013,6.800000000000001,5.85,0.7300000000000013,6.895,6.5625,6.2568,0.8371287128712872,2.4223637631620294,3.052351485148515
D.J. MOORE,4.0,3.9,0.10000000000000009,4.0,4.0,0.0,8.760000000000002,10.11,-1.3499999999999979,6.1000000000000005,7.9,-1.3499999999999979,9.435,6.550000000000001,8.104800000000001,1.2371287128712871,4.96236376316203,3.0398514851485157
TIM PATRICK,3.2,3.6,-0.3999999999999999,4.0,4.0,0.0,6.260000000000001,7.4300000000000015,-1.1700000000000008,6.1000000000000005,7.5,-1.1700000000000008,6.845000000000001,6.45,7.0158000000000005,0.4371287128712873,2.3723637631620305,2.939851485148515
RANDALL COBB,3.8,3.8,0.0,3.0,3.0,0.0,6.0200000000000005,6.210000000000001,-0.1900000000000004,6.7,5.300000000000001,-0.1900000000000004,6.115,6.3500000000000005,5.4846,1.037128712871287,1.64236376316203,2.8398514851485155
COOPER KUPP,7.2,6.6,0.6000000000000005,7.0,6.5,0.5,8.1,8.559999999999999,-0.4599999999999991,5.9,7.300000000000001,-0.4599999999999991,8.329999999999998,6.250000000000001,7.4910000000000005,4.437128712871287,3.857363763162028,2.739851485148516
DENZEL MIMS,3.4,3.4,0.0,4.0,4.0,0.0,5.680000000000001,5.680000000000001,0.0,6.2,6.2,0.0,5.680000000000001,6.2,5.966400000000001,0.637128712871287,1.2073637631620304,2.689851485148515
NELSON AGHOLOR,2.8,2.8,0.0,2.0,2.0,0.0,6.5,7.74,-1.2400000000000002,5.4,7.9,-1.2400000000000002,7.12,6.025,7.359,0.03712871287128694,2.64736376316203,2.5148514851485153
ANTONIO BROWN,5.4,6.9,-1.5,5.0,6.5,-1.5,5.74,10.17,-4.43,5.8,6.65,-4.43,7.955,6.012499999999999,6.283200000000001,2.6371287128712875,3.48236376316203,2.5023514851485142
JAMISON CROWDER,4.2,5.3,-1.0999999999999996,3.0,6.5,-3.5,7.140000000000001,10.319999999999999,-3.179999999999998,4.800000000000001,9.5,-3.179999999999998,8.73,5.9750000000000005,8.6262,1.4371287128712873,4.25736376316203,2.4648514851485155
ODELL BECKHAM JR.,3.8,4.1,-0.2999999999999998,4.0,4.0,0.0,9.500000000000002,9.42,0.08000000000000185,5.700000000000001,6.25,0.08000000000000185,9.46,5.8375,7.260000000000001,1.037128712871287,4.987363763162031,2.3273514851485153
HUNTER RENFROW,3.4,3.6,-0.20000000000000018,2.0,3.5,-1.5,5.720000000000001,6.08,-0.35999999999999943,6.0,4.95,-0.35999999999999943,5.9,5.7375,5.1546,0.637128712871287,1.4273637631620302,2.2273514851485148
COURTLAND SUTTON,4.2,4.2,0.0,4.0,4.0,0.0,5.44,8.11,-2.669999999999999,5.2,6.9,-2.669999999999999,6.775,5.625,6.349200000000001,1.4371287128712873,2.30236376316203,2.114851485148515
CEEDEE LAMB,4.2,5.5,-1.2999999999999998,5.0,6.0,-1.0,5.700000000000001,8.559999999999999,-2.8599999999999977,4.6000000000000005,8.600000000000001,-2.8599999999999977,7.13,5.6000000000000005,7.557000000000001,1.4371287128712873,2.6573637631620297,2.0898514851485155
DAVID MOORE,3.6,2.9,0.7000000000000002,4.0,3.0,1.0,6.300000000000001,6.38,-0.07999999999999918,5.5,5.65,-0.07999999999999918,6.34,5.5375,5.808000000000001,0.8371287128712872,1.8673637631620297,2.0273514851485146
JAKOBI MEYERS,6.2,3.7,2.5,5.0,4.0,1.0,7.5200000000000005,4.450000000000001,3.0699999999999994,5.800000000000001,4.5,3.0699999999999994,5.985000000000001,5.4750000000000005,5.451600000000001,3.4371287128712873,1.512363763162031,1.9648514851485155
CHRISTIAN KIRK,4.4,3.6,0.8000000000000003,4.0,4.0,0.0,8.72,8.59,0.13000000000000078,5.0,6.9,0.13000000000000078,8.655000000000001,5.475,7.4316,1.6371287128712875,4.182363763162031,1.9648514851485146
ROBBY ANDERSON,5.8,6.1,-0.2999999999999998,5.0,5.5,-0.5,6.640000000000001,7.5200000000000005,-0.8799999999999999,4.800000000000001,6.8500000000000005,-0.8799999999999999,7.08,5.312500000000001,6.712200000000001,3.037128712871287,2.60736376316203,1.8023514851485158
JOHN BROWN,3.8,3.8,0.0,4.0,4.0,0.0,4.680000000000001,7.210000000000001,-2.5300000000000002,4.2,8.55,-2.5300000000000002,5.945,5.2875000000000005,7.187400000000001,1.037128712871287,1.47236376316203,1.7773514851485155
DANNY AMENDOLA,3.8,3.1,0.6999999999999997,3.0,2.5,0.5,4.720000000000001,4.29,0.4300000000000006,5.4,4.25,0.4300000000000006,4.505000000000001,5.112500000000001,4.3626000000000005,1.037128712871287,0.0323637631620306,1.6023514851485157
MICHAEL THOMAS,4.8,6.9,-2.1000000000000005,5.0,5.5,-0.5,5.0,9.13,-4.130000000000001,5.1,5.1,-4.130000000000001,7.065,5.1,5.016,2.037128712871287,2.59236376316203,1.5898514851485146
JARVIS LANDRY,5.0,4.4,0.5999999999999996,4.0,4.0,0.0,7.24,6.200000000000001,1.0399999999999991,5.2,4.700000000000001,1.0399999999999991,6.720000000000001,5.075000000000001,5.491200000000001,2.237128712871287,2.2473637631620305,1.564851485148516
MICHAEL PITTMAN JR.,3.6,3.375,0.2250000000000001,3.0,3.0,0.0,6.760000000000001,5.1375,1.6225000000000005,5.6000000000000005,3.25,1.6225000000000005,5.94875,5.0125,4.3758,0.8371287128712872,1.4761137631620302,1.5023514851485151
TYRON JOHNSON,1.2,1.1428571428571428,0.05714285714285716,1.0,1.0,0.0,3.5400000000000005,4.242857142857143,-0.7028571428571424,5.0,5.0,-0.7028571428571424,3.8914285714285715,5.0,4.4682,-1.562871287128713,-0.5812076654093987,1.489851485148515
COLE BEASLEY,5.8,5.3,0.5,3.0,4.5,-1.5,7.38,7.890000000000001,-0.5100000000000007,3.9000000000000004,8.1,-0.5100000000000007,7.635,4.95,7.7814,3.037128712871287,3.1623637631620296,1.4398514851485151
LARRY FITZGERALD,5.0,4.3,0.7000000000000002,4.0,4.0,0.0,4.26,3.3600000000000003,0.8999999999999995,5.4,3.45,0.8999999999999995,3.81,4.9125000000000005,3.6828000000000003,2.237128712871287,-0.6626362368379701,1.4023514851485155
MECOLE HARDMAN,3.4,3.0,0.3999999999999999,3.0,3.0,0.0,6.260000000000001,6.24,0.020000000000000462,4.800000000000001,4.9,0.020000000000000462,6.25,4.825000000000001,5.299800000000001,0.637128712871287,1.7773637631620298,1.314851485148516
JALEN REAGOR,3.8,3.3333333333333335,0.46666666666666634,4.0,4.0,0.0,4.66,4.8,-0.13999999999999968,4.7,4.95,-0.13999999999999968,4.73,4.7625,4.8048,1.037128712871287,0.25736376316203025,1.2523514851485151
DJ CHARK,4.6,4.5,0.09999999999999964,4.0,4.0,0.0,7.480000000000001,8.079999999999998,-0.599999999999997,4.5,5.050000000000001,-0.599999999999997,7.779999999999999,4.6375,5.801400000000001,1.8371287128712868,3.307363763162029,1.1273514851485151
KJ HAMLER,4.0,3.4444444444444446,0.5555555555555554,4.0,4.0,0.0,4.8,3.9888888888888894,0.8111111111111104,5.0,3.5,0.8111111111111104,4.394444444444445,4.625,3.894,1.2371287128712871,-0.07819179239352536,1.114851485148515
ZACH PASCAL,3.2,3.0,0.20000000000000018,3.0,3.0,0.0,4.180000000000001,5.09,-0.9099999999999993,4.4,4.9,-0.9099999999999993,4.635,4.525,4.6134,0.4371287128712873,0.1623637631620296,1.0148514851485153
ADAM HUMPHRIES,3.2,3.1,0.10000000000000009,4.0,3.5,0.5,5.840000000000001,5.8,0.040000000000000924,4.1000000000000005,5.6,0.040000000000000924,5.82,4.475,5.6232,0.4371287128712873,1.34736376316203,0.9648514851485146
RASHARD HIGGINS,2.8,1.9,0.8999999999999999,3.0,1.0,2.0,5.040000000000001,4.25,0.7900000000000009,4.800000000000001,3.1500000000000004,0.7900000000000009,4.6450000000000005,4.387500000000001,3.7422000000000004,0.03712871287128694,0.17236376316203028,0.877351485148516
TYLER LOCKETT,5.0,6.2,-1.2000000000000002,4.0,4.5,-0.5,5.78,11.59,-5.81,4.0,5.5,-5.81,8.685,4.375,5.537400000000001,2.237128712871287,4.21236376316203,0.864851485148515
GOLDEN TATE,2.0,3.3,-1.2999999999999998,2.0,4.0,-2.0,5.62,5.540000000000001,0.07999999999999918,4.4,4.300000000000001,0.07999999999999918,5.58,4.375,4.6926000000000005,-0.7628712871287129,1.10736376316203,0.864851485148515
JOSH REYNOLDS,4.8,3.7,1.0999999999999996,4.0,3.5,0.5,6.44,5.710000000000001,0.7299999999999995,4.4,4.2,0.7299999999999995,6.075000000000001,4.3500000000000005,4.897200000000001,2.037128712871287,1.6023637631620309,0.8398514851485155
CHRIS CONLEY,2.8,2.7,0.09999999999999964,1.0,2.5,-1.5,4.040000000000001,3.9199999999999995,0.12000000000000144,4.3,4.35,0.12000000000000144,3.9800000000000004,4.3125,4.2042,0.03712871287128694,-0.49263623683796975,0.802351485148515
DESEAN JACKSON,3.0,3.3,-0.2999999999999998,2.0,3.0,-1.0,3.44,5.37,-1.9300000000000002,4.6000000000000005,3.3000000000000003,-1.9300000000000002,4.405,4.275,3.3132,0.23712871287128712,-0.06763623683796993,0.7648514851485153
DEMARCUS ROBINSON,3.8,2.9,0.8999999999999999,4.0,3.0,1.0,5.62,3.8000000000000007,1.8199999999999994,4.4,3.2,1.8199999999999994,4.710000000000001,4.1000000000000005,3.9666,1.037128712871287,0.23736376316203067,0.5898514851485155
MARQUISE BROWN,2.0,3.2,-1.2000000000000002,2.0,3.5,-1.5,5.2,5.959999999999999,-0.7599999999999989,3.8000000000000003,4.95,-0.7599999999999989,5.58,4.0875,4.9830000000000005,-0.7628712871287129,1.10736376316203,0.5773514851485153
DARNELL MOONEY,3.6,3.4,0.20000000000000018,3.0,3.0,0.0,4.9799999999999995,4.639999999999999,0.34000000000000075,4.0,3.8,0.34000000000000075,4.809999999999999,3.95,4.1514,0.8371287128712872,0.33736376316202854,0.43985148514851513
SAMMY WATKINS,3.6,3.6,0.0,4.0,3.5,0.5,4.36,4.9799999999999995,-0.6199999999999992,3.8000000000000003,4.3500000000000005,-0.6199999999999992,4.67,3.9375,4.309800000000001,0.8371287128712872,0.19736376316202975,0.42735148514851495
DAMIERE BYRD,3.6,3.6,0.0,3.0,3.0,0.0,6.8,5.73,1.0699999999999994,3.9000000000000004,3.8500000000000005,1.0699999999999994,6.265000000000001,3.8875,4.785,0.8371287128712872,1.7923637631620304,0.37735148514851513
LAVISKA SHENAULT JR.,4.0,5.0,-1.0,4.0,5.0,-1.0,3.4,5.2666666666666675,-1.8666666666666676,3.7,4.4,-1.8666666666666676,4.333333333333334,3.8750000000000004,4.026000000000001,1.2371287128712871,-0.13930290350463626,0.3648514851485154
MICHAEL GALLUP,3.6,3.4,0.20000000000000018,3.0,2.5,0.5,3.3400000000000007,5.48,-2.1399999999999997,3.6,3.8500000000000005,-2.1399999999999997,4.41,3.6625000000000005,3.6432000000000007,0.8371287128712872,-0.06263623683797004,0.1523514851485155
T.Y. HILTON,2.8,3.3,-0.5,3.0,3.0,0.0,4.74,4.680000000000001,0.05999999999999961,3.6,3.8,0.05999999999999961,4.710000000000001,3.6500000000000004,4.0722000000000005,0.03712871287128694,0.23736376316203067,0.1398514851485153
WILLIE SNEAD,3.6,2.8,0.8000000000000003,4.0,2.5,1.5,7.639999999999999,5.59,2.049999999999999,3.7,3.0500000000000003,2.049999999999999,6.614999999999999,3.5375000000000005,4.5342,0.8371287128712872,2.142363763162029,0.027351485148515486
KENDRICK BOURNE,3.4,3.2,0.19999999999999973,3.0,3.0,0.0,3.7,4.720000000000001,-1.0200000000000005,3.4000000000000004,3.9000000000000004,-1.0200000000000005,4.210000000000001,3.5250000000000004,3.7950000000000004,0.637128712871287,-0.26263623683796933,0.014851485148515309
MARQUEZ VALDES-SCANTLING,2.2,2.3,-0.09999999999999964,2.0,2.5,-0.5,8.8,5.950000000000001,2.8499999999999996,3.5,3.35,2.8499999999999996,7.375000000000001,3.4625,5.115,-0.5628712871287127,2.9023637631620307,-0.047648514851485135
RUSSELL GAGE,4.0,3.7,0.2999999999999998,3.0,3.0,0.0,3.6400000000000006,4.1499999999999995,-0.5099999999999989,3.4000000000000004,3.0,-0.5099999999999989,3.895,3.3000000000000003,3.1812000000000005,1.2371287128712871,-0.5776362368379702,-0.21014851485148478
KEELAN COLE,2.4,3.5,-1.1,2.0,3.5,-1.5,3.9,6.32,-2.4200000000000004,2.6,4.5,-2.4200000000000004,5.11,3.075,4.257,-0.36287128712871297,0.6373637631620301,-0.43514851485148487
ANTHONY MILLER,4.2,3.4,0.8000000000000003,3.0,3.0,0.0,3.7600000000000002,3.5,0.26000000000000023,2.8000000000000003,2.8000000000000003,0.26000000000000023,3.63,2.8000000000000003,3.0888000000000004,1.4371287128712873,-0.8426362368379703,-0.7101485148514848
DARIUS SLAYTON,2.8,3.4,-0.6000000000000001,2.0,3.0,-1.0,3.6,5.210000000000001,-1.6100000000000008,2.3000000000000003,4.050000000000001,-1.6100000000000008,4.405,2.7375000000000003,3.8610000000000007,0.03712871287128694,-0.06763623683796993,-0.7726485148514848
DEZ BRYANT,2.0,3.2,-1.2000000000000002,3.0,3.0,0.0,1.5,4.840000000000001,-3.3400000000000007,2.3,3.25,-3.3400000000000007,3.1700000000000004,2.5374999999999996,2.64,-0.7628712871287129,-1.3026362368379698,-0.9726485148514854
MARVIN HALL,2.8,1.7,1.0999999999999999,3.0,2.0,1.0,5.880000000000001,3.8500000000000005,2.0300000000000002,2.8000000000000003,1.6,2.0300000000000002,4.865,2.5,2.9964000000000004,0.03712871287128694,0.39236376316203003,-1.010148514851485
DEONTE HARRIS,3.0,2.8,0.20000000000000018,4.0,2.5,1.5,3.8400000000000007,2.9,0.9400000000000008,2.5000000000000004,2.25,0.9400000000000008,3.37,2.4375000000000004,2.7522,0.23712871287128712,-1.10263623683797,-1.0726485148514846
JULIAN EDELMAN,3.4,4.2,-0.8000000000000003,3.0,3.0,0.0,5.140000000000001,6.069999999999999,-0.9299999999999988,2.2,3.05,-0.9299999999999988,5.605,2.4125,3.7092,0.637128712871287,1.1323637631620302,-1.097648514851485
GABRIEL DAVIS,1.6,2.1,-0.5,1.0,1.5,-0.5,5.6,5.78,-0.1800000000000006,1.1,6.2,-0.1800000000000006,5.6899999999999995,2.375,5.94,-1.1628712871287128,1.2173637631620293,-1.135148514851485
TRAVIS FULGHAM,3.0,3.3,-0.2999999999999998,2.0,2.0,0.0,4.860000000000001,7.07,-2.209999999999999,1.6,4.45,-2.209999999999999,5.965000000000001,2.3125,4.540800000000001,0.23712871287128712,1.4923637631620306,-1.197648514851485
TRE'QUAN SMITH,1.4,2.6,-1.2000000000000002,1.0,3.0,-2.0,2.6599999999999997,4.970000000000001,-2.310000000000001,1.6,4.25,-2.310000000000001,3.8150000000000004,2.2625,3.6828000000000003,-1.362871287128713,-0.6576362368379698,-1.2476485148514849
CAM SIMS,2.0,1.3,0.7,2.0,1.0,1.0,4.12,3.05,1.0700000000000003,2.2,1.85,1.0700000000000003,3.585,2.1125000000000003,2.5806000000000004,-0.7628712871287129,-0.8876362368379702,-1.3976485148514848
DE'MICHAEL HARRIS,3.0,3.0,0.0,3.0,3.0,0.0,2.56,2.56,0.0,2.1,2.1,0.0,2.56,2.1,2.2308000000000003,0.23712871287128712,-1.9126362368379701,-1.410148514851485
KEKE COUTEE,2.4,2.8,-0.3999999999999999,2.0,2.5,-0.5,2.66,3.7900000000000005,-1.1300000000000003,1.7000000000000002,3.2,-1.1300000000000003,3.2250000000000005,2.075,2.9898000000000002,-0.36287128712871297,-1.2476362368379696,-1.4351485148514849
HENRY RUGGS III,2.6,2.6666666666666665,-0.06666666666666643,3.0,3.0,0.0,2.4200000000000004,4.6,-2.1799999999999993,1.7000000000000002,3.1,-2.1799999999999993,3.51,2.0500000000000003,2.8446000000000007,-0.1628712871287128,-0.9626362368379704,-1.4601485148514848
A.J. GREEN,2.6,3.0,-0.3999999999999999,2.0,2.5,-0.5,4.040000000000001,3.660000000000001,0.3799999999999999,1.9000000000000001,2.4000000000000004,0.3799999999999999,3.850000000000001,2.0250000000000004,2.9172000000000007,-0.1628712871287128,-0.6226362368379692,-1.4851485148514847
JAMES WASHINGTON,1.2,2.1,-0.9000000000000001,1.0,2.0,-1.0,2.76,3.4899999999999998,-0.73,1.9000000000000001,2.35,-0.73,3.125,2.0125,2.4618,-1.562871287128713,-1.3476362368379702,-1.4976485148514849
DEVIN DUVERNAY,1.8,1.9,-0.09999999999999987,1.0,1.5,-0.5,2.16,2.2800000000000002,-0.1200000000000001,2.0,1.9500000000000002,-0.1200000000000001,2.22,1.9875,1.9998000000000002,-0.9628712871287128,-2.25263623683797,-1.522648514851485
JOHN ROSS,2.6,2.6,0.0,2.0,2.0,0.0,2.94,4.090000000000001,-1.1500000000000008,1.7000000000000002,2.6000000000000005,-1.1500000000000008,3.5150000000000006,1.9250000000000003,2.6862000000000004,-0.1628712871287128,-0.9576362368379696,-1.5851485148514848
CHRIS HOGAN,2.8,2.1,0.6999999999999997,3.0,1.5,1.5,2.3600000000000003,1.73,0.6300000000000003,2.0,1.35,0.6300000000000003,2.045,1.8375,1.6698000000000004,0.03712871287128694,-2.4276362368379703,-1.6726485148514851
KEITH KIRKWOOD,1.0,1.4,-0.3999999999999999,1.0,1.5,-0.5,1.7600000000000002,3.4199999999999995,-1.6599999999999993,1.3,3.4000000000000004,-1.6599999999999993,2.59,1.8250000000000002,2.8248,-1.7628712871287129,-1.8826362368379703,-1.6851485148514849
