,L5_AVG_TOUCHES,L10_AVG_TOUCHES,DIFF_AVG_TOUCHES,L5_MED_TOUCHES,L10_MED_TOUCHES,DIFF_MED_TOUCHES,L5_AVG_FANTPTS,L10_AVG_FANTPTS,DIFF_AVG_FANTPTS,L5_MED_FANTPTS,L10_MED_FANTPTS,DIFF_MED_FANTPTS,SPECIAL_SAUCE_V1,SPECIAL_SAUCE_V2,SS_MESHED,EXCESS_L5_AVG_TOUCHES,EXCESS_SS1,EXCESS_SS2
IRV SMITH JR.,2.6,1.6,1.0,2.0,1.0,1.0,5.76,3.13,2.63,5.5,1.35,2.63,4.445,4.4625,2.7918000000000003,0.884615384615385,1.7086881868131867,2.340024038461539
MIKE GESICKI,2.4,2.7,-0.30000000000000027,2.0,2.0,0.0,4.5600000000000005,5.99,-1.4299999999999997,4.2,4.25,-1.4299999999999997,5.275,4.2125,4.3098,0.6846153846153848,2.5386881868131868,2.090024038461539
DALLAS GOEDERT,3.6,4.8,-1.1999999999999997,4.0,4.5,-0.5,6.540000000000001,7.890000000000001,-1.3499999999999996,3.3000000000000003,6.0,-1.3499999999999996,7.215000000000001,3.975,6.1182,1.884615384615385,4.478688186813187,1.8525240384615387
KYLE RUDOLPH,3.6,2.6,1.0,3.0,2.5,0.5,3.8200000000000003,3.46,0.3600000000000003,4.0,3.4000000000000004,0.3600000000000003,3.64,3.85,3.5046000000000004,1.884615384615385,0.9036881868131865,1.7275240384615387
MARK ANDREWS,4.0,3.8,0.20000000000000018,3.0,3.0,0.0,5.840000000000001,8.14,-2.3,3.2,4.65,-2.3,6.99,3.5625000000000004,4.996200000000001,2.284615384615385,4.253688186813187,1.440024038461539
ZACH ERTZ,4.2,4.5,-0.2999999999999998,4.0,4.0,0.0,3.2,6.220000000000001,-3.0200000000000005,3.3000000000000003,3.75,-3.0200000000000005,4.710000000000001,3.4125,3.531,2.484615384615385,1.9736881868131873,1.2900240384615387
CAMERON BRATE,2.4,2.0,0.3999999999999999,3.0,1.5,1.5,3.66,3.0100000000000002,0.6499999999999999,3.4000000000000004,2.8500000000000005,0.6499999999999999,3.335,3.2625,3.088800000000001,0.6846153846153848,0.5986881868131864,1.1400240384615388
JIMMY GRAHAM,3.2,3.5,-0.2999999999999998,3.0,3.5,-0.5,3.8200000000000003,5.49,-1.67,3.1,3.25,-1.67,4.655,3.1375,3.4056,1.4846153846153851,1.9186881868131866,1.0150240384615388
DAN ARNOLD,1.8,1.6,0.19999999999999996,1.0,1.0,0.0,3.7600000000000002,2.64,1.12,3.4000000000000004,2.1500000000000004,1.12,3.2,3.0875000000000004,2.6598000000000006,0.08461538461538498,0.4636881868131866,0.965024038461539
TYLER EIFERT,2.2,2.2,0.0,2.0,2.0,0.0,3.4200000000000004,3.2399999999999998,0.1800000000000006,3.2,1.9000000000000001,0.1800000000000006,3.33,2.8750000000000004,2.3826000000000005,0.4846153846153851,0.5936881868131865,0.752524038461539
GERALD EVERETT,3.4,2.8,0.6000000000000001,4.0,2.5,1.5,3.8,3.9300000000000006,-0.13000000000000078,2.7,2.95,-0.13000000000000078,3.865,2.7625,3.2010000000000005,1.6846153846153848,1.1286881868131866,0.6400240384615388
JORDAN AKINS,2.4,2.8,-0.3999999999999999,2.0,2.0,0.0,3.14,3.9300000000000006,-0.7900000000000005,1.9000000000000001,3.7,-0.7900000000000005,3.535,2.35,3.4782,0.6846153846153848,0.7986881868131865,0.22752403846153868
JORDAN REED,3.4,3.6,-0.20000000000000018,2.0,3.0,-1.0,5.5200000000000005,5.15,0.3700000000000001,2.3000000000000003,2.2,0.3700000000000001,5.335000000000001,2.2750000000000004,3.2736000000000005,1.6846153846153848,2.5986881868131873,0.15252403846153895
TYLER HIGBEE,2.8,2.9,-0.10000000000000009,3.0,3.0,0.0,3.12,5.0200000000000005,-1.9000000000000004,2.0,3.0,-1.9000000000000004,4.07,2.25,3.0096,1.0846153846153848,1.3336881868131867,0.1275240384615386
MO ALIE-COX,2.6,2.4,0.20000000000000018,3.0,2.5,0.5,2.2800000000000002,4.28,-2.0,1.9000000000000001,2.85,-2.0,3.2800000000000002,2.1375,2.6334000000000004,0.884615384615385,0.5436881868131866,0.015024038461538769
DREW SAMPLE,2.4,2.5,-0.10000000000000009,2.0,2.0,0.0,2.2,2.25,-0.04999999999999982,2.0,2.1,-0.04999999999999982,2.225,2.025,2.112,0.6846153846153848,-0.5113118131868135,-0.0974759615384615
ANTHONY FIRKSER,2.0,2.7,-0.7000000000000002,2.0,2.5,-0.5,1.86,3.3699999999999997,-1.5099999999999996,1.9000000000000001,1.9000000000000001,-1.5099999999999996,2.6149999999999998,1.9000000000000001,1.8678000000000003,0.28461538461538494,-0.12131181318681383,-0.22247596153846128
DURHAM SMYTHE,1.6,1.2,0.40000000000000013,2.0,1.0,1.0,2.46,2.2399999999999998,0.2200000000000002,1.9000000000000001,1.75,0.2200000000000002,2.3499999999999996,1.8625,1.9668,-0.11538461538461497,-0.38631181318681396,-0.25997596153846136
GREG OLSEN,1.6,2.3,-0.6999999999999997,2.0,2.0,0.0,1.6800000000000002,2.8400000000000003,-1.1600000000000001,1.8,2.0,-1.1600000000000001,2.2600000000000002,1.85,1.8744,-0.11538461538461497,-0.47631181318681337,-0.2724759615384613
RYAN IZZO,1.0,1.1,-0.10000000000000009,1.0,1.0,0.0,2.06,1.48,0.5800000000000001,2.0,1.3000000000000003,0.5800000000000001,1.77,1.8250000000000002,1.5378000000000003,-0.7153846153846151,-0.9663118131868136,-0.29747596153846123
ROSS DWELLEY,1.2,1.1,0.09999999999999987,1.0,1.0,0.0,3.06,2.0700000000000003,0.9899999999999998,2.2,0.4,0.9899999999999998,2.5650000000000004,1.7500000000000002,1.2738,-0.5153846153846151,-0.1713118131868132,-0.3724759615384612
DARREN FELLS,1.0,1.7,-0.7,1.0,2.0,-1.0,1.4,4.36,-2.9600000000000004,1.5,2.35,-2.9600000000000004,2.88,1.7125,2.013,-0.7153846153846151,0.1436881868131863,-0.4099759615384615
BLAKE JARWIN,2.0,2.1,-0.10000000000000009,1.0,2.0,-1.0,2.3200000000000003,3.17,-0.8499999999999996,1.4000000000000001,2.6,-0.8499999999999996,2.745,1.7000000000000002,2.4816000000000003,0.28461538461538494,0.008688186813186505,-0.42247596153846123
JARED COOK,1.6,2.2,-0.6000000000000001,1.0,2.0,-1.0,2.54,5.050000000000001,-2.5100000000000007,0.6000000000000001,4.7,-2.5100000000000007,3.7950000000000004,1.625,3.9402000000000004,-0.11538461538461497,1.0586881868131868,-0.4974759615384614
DAWSON KNOX,1.2,1.2,0.0,1.0,1.0,0.0,2.18,2.3200000000000003,-0.14000000000000012,1.6,1.6,-0.14000000000000012,2.25,1.6,1.7754,-0.5153846153846151,-0.4863118131868136,-0.5224759615384613
WILL DISSLY,0.8,1.2,-0.3999999999999999,1.0,1.0,0.0,1.3800000000000001,2.15,-0.7699999999999998,1.6,1.55,-0.7699999999999998,1.7650000000000001,1.5875000000000001,1.4784000000000002,-0.915384615384615,-0.9713118131868135,-0.5349759615384613
JAMES O'SHAUGHNESSY,1.2,1.8,-0.6000000000000001,1.0,1.5,-0.5,1.1600000000000001,1.73,-0.5699999999999998,0.9,1.85,-0.5699999999999998,1.445,1.1375000000000002,1.6038000000000001,-0.5153846153846151,-1.2913118131868135,-0.9849759615384612
TYLER KROFT,1.4,1.3,0.09999999999999987,1.0,1.0,0.0,2.8600000000000003,3.0400000000000005,-0.18000000000000016,1.1,0.9000000000000001,-0.18000000000000016,2.95,1.05,1.5378000000000003,-0.31538461538461515,0.21368818681318658,-1.0724759615384614
JACOB HOLLISTER,2.2,1.5,0.7000000000000002,2.0,1.0,1.0,1.94,1.8,0.1399999999999999,1.1,0.8500000000000001,0.1399999999999999,1.87,1.0375,1.2012,0.4846153846153851,-0.8663118131868135,-1.0849759615384613
MAXX WILLIAMS,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,2.06,1.6600000000000001,0.3999999999999999,1.0,0.7,0.3999999999999999,1.86,0.925,1.1418,-0.7153846153846151,-0.8763118131868135,-1.1974759615384614
GEOFF SWAIM,1.2,1.2,0.0,1.0,1.0,0.0,0.9800000000000001,0.8300000000000001,0.15000000000000002,0.9,0.65,0.15000000000000002,0.905,0.8375,0.7524000000000001,-0.5153846153846151,-1.8313118131868136,-1.2849759615384615
KADEN SMITH,1.4,1.4,0.0,1.0,1.0,0.0,0.8200000000000001,0.8699999999999999,-0.04999999999999982,0.8,0.9,-0.04999999999999982,0.845,0.8250000000000001,0.8646,-0.31538461538461515,-1.8913118131868136,-1.2974759615384612
JESSE JAMES,1.2,1.1,0.09999999999999987,1.0,1.0,0.0,0.9,1.6700000000000004,-0.7700000000000004,0.9,0.6000000000000001,-0.7700000000000004,1.2850000000000001,0.8250000000000001,0.6930000000000001,-0.5153846153846151,-1.4513118131868135,-1.2974759615384612
MARCEDES LEWIS,0.8,0.7,0.10000000000000009,1.0,1.0,0.0,2.9,2.3600000000000003,0.5399999999999996,0.8,0.6000000000000001,0.5399999999999996,2.63,0.7500000000000001,1.353,-0.915384615384615,-0.10631181318681371,-1.3724759615384614
IAN THOMAS,1.2,1.1,0.09999999999999987,1.0,1.0,0.0,0.9400000000000002,1.4100000000000001,-0.47,0.7000000000000001,0.8500000000000001,-0.47,1.1750000000000003,0.7375,0.8712000000000002,-0.5153846153846151,-1.5613118131868133,-1.3849759615384614
ADAM TRAUTMAN,1.0,0.8,0.19999999999999996,1.0,0.5,0.5,2.5200000000000005,1.6,0.9200000000000004,0.8,0.4,0.9200000000000004,2.0600000000000005,0.7000000000000001,1.0956000000000001,-0.7153846153846151,-0.6763118131868131,-1.4224759615384612
COLE KMET,1.0,0.8,0.19999999999999996,1.0,1.0,0.0,1.24,1.5399999999999998,-0.2999999999999998,0.7000000000000001,0.45000000000000007,-0.2999999999999998,1.39,0.6375000000000001,0.7062,-0.7153846153846151,-1.3463118131868137,-1.4849759615384612
JOSIAH DEGUARA,0.5,0.5,0.0,0.5,0.5,0.0,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,0.5940000000000001,-1.215384615384615,-2.1363118131868135,-1.5224759615384613
NICK BOYLE,1.8,1.5,0.30000000000000004,1.0,1.0,0.0,2.9000000000000004,2.3899999999999997,0.5100000000000007,0.4,0.75,0.5100000000000007,2.645,0.48750000000000004,1.4520000000000002,0.08461538461538498,-0.09131181318681358,-1.6349759615384614
JACE STERNBERGER,1.6,1.2,0.40000000000000013,1.0,1.0,0.0,1.5,1.7399999999999998,-0.23999999999999977,0.5,0.3,-0.23999999999999977,1.6199999999999999,0.45,0.6930000000000001,-0.11538461538461497,-1.1163118131868137,-1.6724759615384615
NICK KEIZER,0.8,0.5,0.30000000000000004,1.0,0.0,1.0,0.52,0.27999999999999997,0.24000000000000005,0.5,0.0,0.24000000000000005,0.4,0.375,0.1716,-0.915384615384615,-2.3363118131868137,-1.7474759615384614
BRANDON DILLON,0.5,0.5,0.0,0.5,0.5,0.0,0.30000000000000004,0.30000000000000004,0.0,0.30000000000000004,0.30000000000000004,0.0,0.30000000000000004,0.30000000000000004,0.29700000000000004,-1.215384615384615,-2.436311813186814,-1.8224759615384614
ERIC SAUBERT,0.6,0.5,0.09999999999999998,1.0,0.0,1.0,0.4800000000000001,0.39,0.09000000000000008,0.30000000000000004,0.0,0.09000000000000008,0.43500000000000005,0.22500000000000003,0.15840000000000004,-1.115384615384615,-2.3013118131868135,-1.8974759615384613
HARRISON BRYANT,1.6,1.5,0.10000000000000009,1.0,1.0,0.0,3.4800000000000004,2.99,0.4900000000000002,0.0,0.8,0.4900000000000002,3.2350000000000003,0.2,1.6764000000000001,-0.11538461538461497,0.4986881868131867,-1.9224759615384615
JASON CROOM,0.6,1.0,-0.4,0.0,0.5,-0.5,1.9,1.7100000000000002,0.18999999999999972,0.0,0.8,0.18999999999999972,1.8050000000000002,0.2,1.155,-1.115384615384615,-0.9313118131868134,-1.9224759615384615
MYCOLE PRUITT,0.4,0.8,-0.4,0.0,0.5,-0.5,0.32,2.07,-1.7499999999999998,0.0,0.75,-1.7499999999999998,1.1949999999999998,0.1875,0.6006,-1.3153846153846152,-1.5413118131868138,-1.9349759615384614
DAVID NJOKU,0.6,0.9,-0.30000000000000004,0.0,1.0,-1.0,1.98,2.2600000000000002,-0.28000000000000025,0.0,0.5,-0.28000000000000025,2.12,0.125,0.9834,-1.115384615384615,-0.6163118131868135,-1.9974759615384614
JASON WITTEN,0.8,1.0,-0.19999999999999996,1.0,1.0,0.0,1.64,1.75,-0.1100000000000001,0.0,0.45000000000000007,-0.1100000000000001,1.6949999999999998,0.11250000000000002,0.8382000000000001,-0.915384615384615,-1.0413118131868138,-2.0099759615384616
NICK VANNETT,0.6,0.8,-0.20000000000000007,0.0,1.0,-1.0,0.7000000000000001,0.68,0.020000000000000018,0.0,0.35000000000000003,0.020000000000000018,0.6900000000000001,0.08750000000000001,0.4620000000000001,-1.115384615384615,-2.0463118131868137,-2.0349759615384615
DARRELL DANIELS,0.8,0.6,0.20000000000000007,1.0,0.0,1.0,2.38,1.4300000000000002,0.9499999999999997,0.1,0.0,0.9499999999999997,1.905,0.07500000000000001,0.7854,-0.915384615384615,-0.8313118131868136,-2.0474759615384612
VANCE MCDONALD,0.6,1.1,-0.5000000000000001,0.0,1.0,-1.0,0.32,0.8,-0.48000000000000004,0.0,0.30000000000000004,-0.48000000000000004,0.56,0.07500000000000001,0.30360000000000004,-1.115384615384615,-2.1763118131868135,-2.0474759615384612
CHRIS HERNDON,0.6,1.0,-0.4,0.0,1.0,-1.0,1.4999999999999998,1.3599999999999999,0.1399999999999999,0.0,0.25,0.1399999999999999,1.4299999999999997,0.0625,0.6599999999999999,-1.115384615384615,-1.3063118131868139,-2.0599759615384614
JAKE BUTT,0.4,1.25,-0.85,0.0,1.0,-1.0,0.1,1.1250000000000002,-1.0250000000000001,0.0,0.25,-1.0250000000000001,0.6125000000000002,0.0625,0.198,-1.3153846153846152,-2.1238118131868133,-2.0599759615384614
VIRGIL GREEN,0.4,0.5,-0.09999999999999998,0.0,0.5,-0.5,2.0,1.8800000000000001,0.11999999999999988,0.0,0.2,0.11999999999999988,1.94,0.05,0.792,-1.3153846153846152,-0.7963118131868137,-2.0724759615384616
ADAM SHAHEEN,0.4,0.7,-0.29999999999999993,0.0,0.5,-0.5,1.72,2.64,-0.9200000000000002,0.0,0.2,-0.9200000000000002,2.18,0.05,0.6996,-1.3153846153846152,-0.5563118131868134,-2.0724759615384616
TROY FUMAGALLI,0.6,0.6,0.0,0.0,0.5,-0.5,0.42000000000000004,0.9400000000000001,-0.52,0.0,0.15000000000000002,-0.52,0.68,0.037500000000000006,0.23760000000000003,-1.115384615384615,-2.0563118131868134,-2.0849759615384613
JOSH HILL,0.8,0.7,0.10000000000000009,1.0,1.0,0.0,1.6199999999999999,1.05,0.5699999999999998,0.0,0.05,0.5699999999999998,1.335,0.0125,0.5676,-0.915384615384615,-1.4013118131868136,-2.1099759615384612
LEVINE TOILOLO,0.4,0.2,0.2,0.0,0.0,0.0,0.18,0.09,0.09,0.0,0.0,0.09,0.135,0.0,0.0594,-1.3153846153846152,-2.601311813186814,-2.1224759615384614
DEREK CARRIER,0.2,0.1,0.1,0.0,0.0,0.0,0.28,0.14,0.14,0.0,0.0,0.14,0.21000000000000002,0.0,0.09240000000000001,-1.515384615384615,-2.5263118131868136,-2.1224759615384614
TEMARRICK HEMINGWAY,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.1,-0.1,0.0,0.0,-0.1,0.05,0.0,0.0,-1.715384615384615,-2.686311813186814,-2.1224759615384614
ISAAC NAUTA,0.0,0.2,-0.2,0.0,0.0,0.0,0.0,0.13,-0.13,0.0,0.0,-0.13,0.065,0.0,0.0,-1.715384615384615,-2.6713118131868137,-2.1224759615384614
MARCUS BAUGH,0.25,0.25,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0165,-1.465384615384615,-2.686311813186814,-2.1224759615384614
JEREMY SPRINKLE,0.2,0.1,0.1,0.0,0.0,0.0,0.12000000000000002,0.06000000000000001,0.06000000000000001,0.0,0.0,0.06000000000000001,0.09000000000000002,0.0,0.03960000000000001,-1.515384615384615,-2.6463118131868137,-2.1224759615384614
TANNER HUDSON,0.2,0.2,0.0,0.0,0.0,0.0,0.24000000000000005,0.21000000000000002,0.030000000000000027,0.0,0.0,0.030000000000000027,0.22500000000000003,0.0,0.07920000000000002,-1.515384615384615,-2.5113118131868135,-2.1224759615384614
TREVON WESCO,0.4,0.3,0.10000000000000003,0.0,0.0,0.0,0.1,0.37,-0.27,0.0,0.0,-0.27,0.235,0.0,0.033,-1.3153846153846152,-2.5013118131868137,-2.1224759615384614
DEON YELDER,0.4,0.3,0.10000000000000003,0.0,0.0,0.0,0.13999999999999999,0.12,0.01999999999999999,0.0,0.0,0.01999999999999999,0.13,0.0,0.0462,-1.3153846153846152,-2.6063118131868137,-2.1224759615384614
LUKE STOCKER,0.2,0.3,-0.09999999999999998,0.0,0.0,0.0,0.24000000000000005,0.2,0.040000000000000036,0.0,0.0,0.040000000000000036,0.22000000000000003,0.0,0.07920000000000002,-1.515384615384615,-2.5163118131868134,-2.1224759615384614
DONALD PARHAM,0.2,0.375,-0.175,0.0,0.0,0.0,0.26,2.1750000000000003,-1.9150000000000003,0.0,0.0,-1.9150000000000003,1.2175000000000002,0.0,0.0858,-1.515384615384615,-1.5188118131868134,-2.1224759615384614
JAEDEN GRAHAM,0.2,0.2,0.0,0.0,0.0,0.0,0.22000000000000003,0.18000000000000002,0.04000000000000001,0.0,0.0,0.04000000000000001,0.2,0.0,0.07260000000000001,-1.515384615384615,-2.5363118131868134,-2.1224759615384614
TYLER CONKLIN,0.6,0.3,0.3,0.0,0.0,0.0,0.32,0.16,0.16,0.0,0.0,0.16,0.24,0.0,0.10560000000000001,-1.115384615384615,-2.4963118131868134,-2.1224759615384614
BEN ELLEFSON,0.2,0.14285714285714285,0.05714285714285716,0.0,0.0,0.0,0.2,0.14285714285714285,0.05714285714285716,0.0,0.0,0.05714285714285716,0.17142857142857143,0.0,0.066,-1.515384615384615,-2.5648832417582423,-2.1224759615384614
CETHAN CARTER,0.4,0.4,0.0,0.0,0.0,0.0,0.13999999999999999,0.32000000000000006,-0.18000000000000008,0.0,0.0,-0.18000000000000008,0.23000000000000004,0.0,0.0462,-1.3153846153846152,-2.5063118131868136,-2.1224759615384614
STEPHEN CARLSON,0.2,0.1,0.1,0.0,0.0,0.0,0.22000000000000003,0.11000000000000001,0.11000000000000001,0.0,0.0,0.11000000000000001,0.16500000000000004,0.0,0.07260000000000001,-1.515384615384615,-2.5713118131868136,-2.1224759615384614
JOHNNY MUNDT,0.6,0.4,0.19999999999999996,0.0,0.0,0.0,0.9600000000000002,0.53,0.43000000000000016,0.0,0.0,0.43000000000000016,0.7450000000000001,0.0,0.3168000000000001,-1.115384615384615,-1.9913118131868135,-2.1224759615384614
DEMETRIUS HARRIS,0.4,0.7,-0.29999999999999993,0.0,0.0,0.0,0.3,0.45,-0.15000000000000002,0.0,0.0,-0.15000000000000002,0.375,0.0,0.099,-1.3153846153846152,-2.3613118131868136,-2.1224759615384614
JORDAN THOMAS,0.2,0.2,0.0,0.0,0.0,0.0,1.26,0.71,0.55,0.0,0.0,0.55,0.985,0.0,0.4158,-1.515384615384615,-1.7513118131868137,-2.1224759615384614
RYAN GRIFFIN,0.4,0.7,-0.29999999999999993,0.0,0.0,0.0,0.56,0.55,0.010000000000000009,0.0,0.0,0.010000000000000009,0.555,0.0,0.18480000000000002,-1.3153846153846152,-2.1813118131868134,-2.1224759615384614
COLIN THOMPSON,0.2,0.1,0.1,0.0,0.0,0.0,1.34,0.67,0.67,0.0,0.0,0.67,1.0050000000000001,0.0,0.44220000000000004,-1.515384615384615,-1.7313118131868135,-2.1224759615384614
REGGIE GILLIAM,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.76,-0.46,0.0,0.0,-0.46,0.53,0.0,0.099,-1.515384615384615,-2.2063118131868134,-2.1224759615384614
BLAKE BELL,0.4,0.7,-0.29999999999999993,0.0,0.5,-0.5,0.18,0.8,-0.6200000000000001,0.0,0.0,-0.6200000000000001,0.49,0.0,0.0594,-1.3153846153846152,-2.2463118131868134,-2.1224759615384614
FOSTER MOREAU,0.0,0.4,-0.4,0.0,0.0,0.0,0.0,1.24,-1.24,0.0,0.0,-1.24,0.62,0.0,0.0,-1.715384615384615,-2.1163118131868135,-2.1224759615384614
PHARAOH BROWN,0.8,0.7,0.10000000000000009,0.0,0.0,0.0,2.06,1.35,0.71,0.0,0.0,0.71,1.705,0.0,0.6798000000000001,-0.915384615384615,-1.0313118131868135,-2.1224759615384614
CHRIS MANHERTZ,0.4,0.4,0.0,0.0,0.0,0.0,0.34,0.4,-0.06,0.0,0.0,-0.06,0.37,0.0,0.11220000000000001,-1.3153846153846152,-2.3663118131868135,-2.1224759615384614
DALTON KEENE,,,,,,,,,,,,,,,,,,
